,stockPrice
0,15.23577238725065
1,21.434898794905738
2,25.72704720294883
3,24.741267102410184
4,12.1892627516319
5,14.843689580385265
6,27.05212973250559
7,27.49458884203679
8,16.99916153284338
9,13.69497874823116
10,21.934181499634818
11,20.70132803613
12,26.587924670196738
13,27.65336708015703
14,17.160016017711232
15,12.288922595517414
16,27.368811999589166
17,23.854491188889394
18,11.132780985529738
19,12.090695669192494
20,17.230062026407083
21,12.475456974368923
22,21.49456356986351
23,15.379798345848357
24,25.93751305747021
25,26.03553375918656
26,26.582570139110782
27,14.678136221299127
28,15.585893154585293
29,12.752909105537043
30,17.79556607477062
31,25.551658990847674
32,17.181324865910437
33,25.88495123191217
34,26.592077163691968
35,10.541706319327156
36,15.377722099100742
37,12.484636170516273
38,25.01631515839686
39,27.229375639065132
40,27.055080188410095
41,19.209708662185598
42,10.703981394074951
43,11.947871748185511
44,14.080286434130642
45,27.493496080590674
46,22.03657324713562
47,12.097798618592229
48,26.950284365727846
49,26.357789109645314
50,14.541868868968821
51,10.535696131373534
52,25.86550007817136
53,25.135426156023186
54,27.631074746656314
55,16.947583192586844
56,24.902340139567265
57,25.718960768247587
58,25.596134381704477
59,11.306202227027889
60,14.502638733053361
61,27.223911831834574
62,14.758235635299217
63,14.208139523325876
64,9.849332667069888
65,25.620284409663576
66,27.493496080590674
67,25.596134381704477
68,24.628057016592866
69,25.560291806271966
70,18.754354967590267
71,27.28751054799835
72,22.0682633290729
73,18.58126155452595
74,19.30139134751449
75,12.92939007908431
76,12.667018055872552
77,21.500027377094078
78,15.050549322134477
79,24.710341953485187
80,12.727229211553384
81,24.57582301946866
82,25.01631515839686
83,15.678777877504904
84,11.306202227027889
85,24.03741945496873
86,28.323557675058197
87,22.297087575888984
88,17.311144925708675
89,27.263688348473085
90,15.806958795133975
91,13.761965024877894
92,28.240944909732043
93,13.74688491692153
94,12.752909105537043
95,15.440992986830693
96,28.405733335805905
97,12.179318622472268
98,25.72704720294883
99,24.697665920710268
100,17.155207867348334
101,22.08432692233076
102,27.055080188410095
103,24.628057016592866
104,10.491876397384397
105,12.179318622472268
106,28.240944909732043
107,27.447272271420093
108,14.225405154174465
109,10.653495815264527
110,14.056136406171541
111,11.134310851554297
112,25.678528594741408
113,12.72591789781805
114,15.290629011845528
115,16.850327423882778
116,24.32426933457342
117,19.163484853015017
118,17.23640004279454
119,15.371711911147122
120,13.289017871000135
121,23.261340275939197
122,11.774996887410415
123,12.171122911626421
124,24.290503005888528
125,19.310898372095675
126,22.25829454455197
127,14.208139523325876
128,12.496656546423518
129,23.073603859496963
130,15.073169484069018
131,22.270970577326878
132,17.337152648126168
133,19.144033699274203
134,26.065803251243896
135,27.673692443054726
136,20.70504342504679
137,26.366531201214226
138,24.628057016592866
139,13.679898640274796
140,23.96005194458392
141,16.725534066736657
142,17.328301280412653
143,11.25965058942347
144,28.323557675058197
145,23.859627167686124
146,26.55699952127174
147,14.178525688136212
148,13.679898640274796
149,14.879859984251606
150,19.601354364472538
151,24.394315343269273
152,14.125198929565892
153,28.34519435169124
154,15.768165763796958
155,23.028909916350937
156,22.856253607865064
157,23.7183331127037
158,25.755568276692383
159,25.704536317158894
160,27.368811999589166
161,24.341862793855842
162,26.366531201214226
163,18.73971196421235
164,21.654106740996028
165,17.32567865294198
166,12.508786198475374
167,13.799446742479573
168,27.05748426359154
169,21.934181499634818
170,10.633498280800657
171,11.776089648856528
172,17.23640004279454
173,15.575293368557993
174,12.556321321381294
175,26.820355029784995
176,27.05748426359154
177,25.619300924362072
178,13.693230329917377
179,25.856976538891672
180,15.583489079403842
181,17.020251828753366
182,26.075091723535856
183,15.073169484069018
184,26.656877917446472
185,11.529890495047246
186,26.51940852752545
187,17.28480937485735
188,12.666799503583329
189,25.193779617245628
190,26.039904804971012
191,16.2989199981741
192,23.55638586638974
193,22.59355375621947
194,24.11456841306432
195,10.596344391632812
196,25.135426156023186
197,16.947583192586844
198,17.01806630586114
199,16.9239795453508
200,26.75642848518738
201,13.222905803510292
202,26.338228679759887
203,26.54191941331538
204,11.720468091249371
205,14.884558858469894
206,13.70688984799379
207,27.841977705756147
208,15.297185580522205
209,17.05740571792121
210,16.947583192586844
211,26.261735378531977
212,28.019442164604918
213,24.642590743826172
214,16.711983824804854
215,28.34519435169124
216,25.737209884397675
217,23.82815563803807
218,25.994118100378866
219,25.83960163189848
220,27.493496080590674
221,11.776089648856528
222,25.910958954329665
223,19.22183831423746
224,19.163484853015017
225,26.950284365727846
226,26.31429720409001
227,24.013378703154242
228,23.25860837232391
229,26.366421925069613
230,12.8568307190624
231,10.69873613913361
232,13.639685019057834
233,26.58104027308623
234,14.568641524398592
235,21.8074211718857
236,14.528209350892409
237,12.782632216871319
238,25.479864563838042
239,11.152013586981328
240,11.070165754667457
241,27.02360865876204
242,25.620284409663576
243,12.132548432578627
244,15.568846076025928
245,13.607011451819051
246,15.754724798009766
247,12.07856601714064
248,28.210456865385492
249,12.288813319372803
250,14.592245171634637
251,12.136700926073857
252,12.30028731455699
253,14.688736007326424
254,10.491657845095173
255,25.46161544768795
256,12.454585230748162
257,16.360442467590264
258,22.39762162893139
259,23.030002677797047
260,12.227618678390467
261,25.76594951043045
262,24.628057016592866
263,14.370742426507508
264,17.230062026407083
265,27.02360865876204
266,24.620844791048526
267,14.77408067626786
268,13.862826906354133
269,24.06714256630301
270,22.487883724380335
271,17.14559156662254
272,12.265865329004427
273,27.56343281314192
274,24.642590743826172
275,23.72248560619893
276,26.254413876843017
277,25.9016704820377
278,24.329186761080933
279,15.583598355548455
280,25.190501332907285
281,25.893365495047245
282,19.22183831423746
283,10.522145889441731
284,19.361602503195325
285,15.537920927100926
286,21.63170513135071
287,14.717912737937644
288,25.620284409663576
289,26.582570139110782
290,26.318121869151412
291,27.6888818271557
292,17.311144925708675
293,24.013378703154242
294,12.515561319441273
295,15.718882222577257
296,17.402062678025285
297,14.64426061646962
298,26.030834884968275
299,27.02360865876204
300,28.022720448943257
301,14.208139523325876
302,17.3171551136623
303,25.865390802026752
304,11.420614350435931
305,22.964655543319484
306,19.22183831423746
307,14.236223492490982
308,17.637115665084217
309,27.16326357157529
310,19.279645394736843
311,13.820646314534166
312,15.583598355548455
313,23.166160753982748
314,26.807132616287028
315,14.748837886862644
316,27.65336708015703
317,14.137547133906969
318,9.794366766330397
319,24.620844791048526
320,13.225637707125575
321,27.203367916647643
322,14.816589096521659
323,27.292537250650472
324,28.276787485164558
325,16.725534066736657
326,25.963411503743092
327,28.323557675058197
328,14.803585235312914
329,17.23640004279454
330,12.74777312674031
331,16.983644320308578
332,25.861566136965347
333,27.25833381738714
334,12.20620055404665
335,27.055080188410095
336,24.902340139567265
337,14.816589096521659
338,27.307726634751447
339,17.376819888620073
340,11.53863258661615
341,22.0682633290729
342,14.351072720477472
343,23.166160753982748
344,9.626737160496644
345,19.209708662185598
346,13.308687577030174
347,23.859627167686124
348,26.866032458232528
349,26.87335395992148
350,19.402471781279957
351,28.7293
352,10.54166260886931
353,28.240944909732043
354,27.05748426359154
355,17.311144925708675
356,19.144033699274203
357,12.939880588966997
358,15.050549322134477
359,13.651049738097413
360,26.321727981923583
361,24.341862793855842
362,13.020744935979366
363,17.264265459670423
364,16.916111662938786
365,24.56445830042908
366,28.276787485164558
367,12.274935249007166
368,24.673952997329618
369,23.166160753982748
370,26.19944797610353
371,14.592245171634637
372,23.91568582987173
373,10.428168405076002
374,19.50989023143287
375,15.736257129570456
376,23.727184480417215
377,21.27666693750856
378,9.794366766330397
379,27.28751054799835
380,15.702162972451728
381,12.254719162254075
382,10.595798010909753
383,27.23647858846487
384,23.073603859496963
385,25.821571068037613
386,18.589457265371795
387,26.02766587677455
388,11.710196133655908
389,12.30028731455699
390,14.254581884785683
391,25.135426156023186
392,26.359865356392934
393,19.22183831423746
394,20.593581757543248
395,26.431550507257953
396,27.464537902268678
397,16.98899885139453
398,19.22183831423746
399,9.68705759232209
400,25.69863540534989
401,27.16326357157529
402,19.034757554662892
403,9.669136304605832
404,16.77175787590724
405,26.63480413623499
406,14.87068078810426
407,26.00996314134751
408,27.65336708015703
409,14.840083467613091
410,14.125198929565892
411,12.988289921029807
412,11.77794734331492
413,15.516393526612497
414,21.27666693750856
415,12.454585230748162
416,14.564161202469528
417,23.82815563803807
418,25.566520546514813
419,16.91064785570822
420,24.394315343269273
421,26.764187091454783
422,15.676920183046514
423,21.63170513135071
424,11.050605324782033
425,13.799337466334961
426,23.8380997671977
427,25.769992727781077
428,26.454607773770938
429,16.77175787590724
430,16.687287416122697
431,13.644602445565344
432,17.116196283722097
433,28.276787485164558
434,25.560291806271966
435,14.678136221299127
436,22.647099067079015
437,25.987561531702195
438,13.806986796457752
439,17.15793977096362
440,14.161478609576847
441,16.13008835474962
442,11.53863258661615
443,14.532471120532248
444,11.044922965262243
445,11.106991815401468
446,26.807132616287028
447,16.790116268201942
448,25.613290736408455
449,13.092976467567443
450,24.730448764093666
451,21.12859776156023
452,14.382762802414753
453,14.678136221299127
454,12.752909105537043
455,14.965860310060709
456,14.20748386645821
457,27.055080188410095
458,23.166160753982748
459,19.50989023143287
460,25.41735860912037
461,26.359865356392934
462,15.537920927100926
463,16.91064785570822
464,28.022720448943257
465,22.39849583808828
466,25.718960768247587
467,25.852933321541055
468,12.924472652576801
469,18.520394741977448
470,24.741267102410184
471,13.915170179622951
472,28.323557675058197
473,15.523168647578398
474,27.356682347537316
475,24.138936993312637
476,26.0184866806272
477,22.785224113867717
478,13.28519320593874
479,27.328270549938374
480,23.396296314534162
481,14.30255411227005
482,19.17386608675309
483,25.566520546514813
484,12.60451210115488
485,14.965860310060709
486,28.43643993244168
487,12.90524005112521
488,25.85107562708267
489,17.179576447596656
490,22.08432692233076
491,22.875595485461268
492,27.841977705756147
493,9.703339737869173
494,22.39762162893139
495,16.478023599192035
496,28.022720448943257
497,16.99916153284338
498,12.268487956475099
499,25.72704720294883
500,15.640203398457114
501,25.755568276692383
502,15.537920927100926
503,27.188724913269727
504,23.166160753982748
505,24.27137968058155
506,12.72362309878121
507,22.39762162893139
508,23.25860837232391
509,13.699786898594057
510,27.055080188410095
511,27.010495521408686
512,11.209929943625324
513,26.156065346692838
514,27.419516130688823
515,28.43939038834619
516,12.812573880494819
517,14.967171623796045
518,13.862826906354133
519,17.116196283722097
520,26.62923105285981
521,15.391927997900213
522,12.508786198475374
523,25.830750264184964
524,9.69055442894965
525,25.856976538891672
526,26.156065346692838
527,26.815983984000543
528,26.357789109645314
529,24.936543572830598
530,15.440992986830693
531,13.820646314534166
532,14.796045181334732
533,11.306202227027889
534,25.25956385630164
535,25.910958954329665
536,28.306401320354226
537,28.18827380802939
538,15.780951072716483
539,10.680377746838909
540,28.417753711713146
541,27.16326357157529
542,14.517937393298944
543,9.855998511891176
544,16.83306179303419
545,10.63480959453599
546,20.70504342504679
547,28.240944909732043
548,13.461674179486007
549,23.72325053921121
550,23.904758215410595
551,14.74905643915187
552,26.510120055233482
