,stockPrice
0,11.09499856745597
1,20.62465446195331
2,13.406000640431449
3,16.707893267043058
4,13.226865703210585
5,9.968546439706751
6,11.767964953231651
7,26.63132325777366
8,24.412309395803486
9,10.275173809724444
10,20.208286770034547
11,19.2803355186652
12,12.745944880761778
13,13.791705595348446
14,10.438170464312797
15,25.178877820847724
16,20.43422272688969
17,20.768285177382655
18,11.603354470380046
19,13.401159155641693
20,12.008425364456054
21,26.356972453020976
22,11.667907600910086
23,14.882653501306143
24,10.260649355355184
25,10.494654453526586
26,13.130036007415523
27,20.12920918513525
28,12.147214595095644
29,20.971627538552283
30,11.2224910002528
31,18.065122836437176
32,10.8271030757563
33,18.066736664700425
34,18.03930158422516
35,17.923105949271086
36,14.200004145950956
37,16.39481058397236
38,12.428020712901322
39,20.584308755372035
40,14.12899570236791
41,14.022483036993343
42,15.097292660318526
43,9.797480643802139
44,10.194482396561895
45,9.915290107019466
46,12.44093133900733
47,14.961731086205441
48,12.064909353669842
49,12.70398534591725
50,10.691541501643211
51,19.688634069267717
52,18.09255791691244
53,10.472060857841072
54,27.259102452178308
55,11.56300876379877
56,13.288191177214124
57,27.806190233420406
58,10.756094632173252
59,14.758388725035813
60,11.124047476194487
61,17.29048527007668
62,17.87953258616331
63,20.214742083087547
64,23.882973725457145
65,11.296727100362347
66,19.443332173253562
67,23.679631364287516
68,11.364507887418892
69,25.659798643296533
70,21.173356071458667
71,9.828143380803908
72,16.512620047189685
73,23.23905624841998
74,12.750786365551528
75,25.385447838543858
76,14.779368492458078
77,14.821328027302604
78,18.042529240751662
79,11.824448942445438
80,27.21068760428077
81,12.07781997977585
82,20.022696519760675
83,17.57290521614561
84,10.76174303109463
85,17.361493713659726
86,27.565729822195998
87,10.925546599814611
88,27.259102452178308
89,22.33854007752591
90,14.776140835931573
91,21.546150400269656
92,28.682498980365715
93,14.808417401196596
94,13.496375023173504
95,20.29704732451335
96,16.243110727226764
97,12.666867295862474
98,14.961731086205441
99,10.275173809724444
100,20.62465446195331
101,24.515594404651548
102,10.489812968736834
103,20.53912156400101
104,9.956442727732366
105,21.28471022162298
106,21.10234762787562
107,10.217075992247407
108,18.53797451756973
109,18.278148167186316
110,13.130036007415523
111,18.433075680458412
112,12.800815041712312
113,11.905140355607989
114,11.474248209319962
115,20.174396376506273
116,15.78639732872672
117,24.97230780315159
118,13.683579101710624
119,25.700144349877807
120,15.387781747703714
121,20.169554891716526
122,14.11124359147215
123,16.435156290553635
124,14.863287562147132
125,23.23905624841998
126,11.383873826577906
127,11.830904255498442
128,11.621106581275805
129,12.0826614645656
130,11.296727100362347
131,20.32609623325187
132,13.288191177214124
133,27.346249178393858
134,10.801281823544281
135,11.319320696047862
136,11.409695078789921
137,19.3529577905115
138,12.134303968989636
139,20.521369453105248
140,23.555366588017186
141,14.261329619954495
142,10.021802772394034
143,20.19537614392854
144,13.167154057470293
145,22.424072975478207
146,9.912062450492963
147,15.142479851689558
148,19.277107862138706
149,17.361493713659726
150,13.675509960394372
151,20.965172225499284
152,20.540735392264263
153,19.215782388135164
154,18.997915572596273
155,21.192722010617675
156,20.453588666048706
157,20.584308755372035
158,9.934656046178478
159,11.984217940507289
160,13.217182733631077
161,13.974068189095812
162,14.984324681890957
163,20.33416537456813
164,19.483677879834836
165,9.915290107019466
166,13.236548672790088
167,10.697996814696216
168,19.341660992668743
169,18.136131280020223
170,19.929094480492118
171,20.756988379539898
172,9.802322128591893
173,20.208286770034547
174,26.356972453020976
175,23.048624513356362
176,13.612570658127582
177,18.604141476363022
178,22.472487823375744
179,14.86490139041038
180,27.657718033201313
181,11.847042538130951
182,13.194589137945561
183,16.877345234684416
184,9.789411502485885
185,18.82684977669166
186,12.484504702115109
187,12.73787573944552
188,25.269252203589787
189,11.227332485042554
190,13.522196275385523
191,20.584308755372035
192,12.89764473750737
193,14.89879178393865
194,10.062148478975308
195,19.23514832729418
196,18.604141476363022
197,21.173356071458667
198,20.25831544619533
199,11.320934524311115
200,12.920238333192886
201,13.194589137945561
202,20.45843015083846
203,14.779368492458078
204,22.727472688969403
205,20.322868576725376
206,25.735648571669326
207,16.525530673295695
208,18.604141476363022
209,25.269252203589787
210,28.20480581444341
211,11.687273540069098
212,12.263410230049718
213,19.026964481334794
214,17.361493713659726
215,12.381219693267042
216,12.382833521530294
217,22.495081419061258
218,13.50444416448976
219,12.428020712901322
220,9.595752110895761
221,18.781662585320635
222,21.192722010617675
223,13.999889441307827
224,13.58190792112581
225,10.092811215977077
226,17.016134465324004
227,14.658331372714247
228,11.23540162635881
229,21.29762084772899
230,13.104214755203502
231,12.07781997977585
232,18.842988059324174
233,14.760002553299065
234,20.732780955591135
235,14.77452700766832
236,12.08104763630235
237,15.060174610263756
238,17.091984393696805
239,17.724605072891208
240,23.679631364287516
241,21.02811152776607
242,25.091731094632166
243,27.221984402123528
244,20.763443692592897
245,12.292459138788235
246,16.435156290553635
247,11.535573683323502
248,21.204018808460432
